#node	identifier	domain_summary_url	annotation	other_names_and_aliases
SFTPA1	9606.ENSP00000397082	Pulmonary surfactant-associated protein A1; In presence of calcium ions, it binds to surfactant phospholipids and contributes to lower the surface tension at the air- liquid interface in the alveoli of the mammalian lung and is essential for normal respiration. Enhances the expression of MYO18A/SP-R210 on alveolar macrophages (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=263:SIGNAL(1|32)+CLECT(141|262)+	35 kDa pulmonary surfactant-associated protein,653509,A0A024QZP2,A0A0C4DG36,A8K3T8,AAA36510.1,AAA60211.1,AAH29913.1,AAI11571.1,AAI71875.1,AAO13486.1,ADO27676.1,ADO27677.1,ADO27678.1,ADO27679.1,ADO27680.1,ADO27681.1,ADO27682.1,ADO27683.1,ADO27684.1,ADO27685.1,AK290703,AY198391,Alveolar proteinosis protein,B7ZW50,BAF83392.1,BC026229,BC029913,BC111570,BC171875,BX248123,CAB016793,CCDS44444,CCDS44444.2,CCDS44445,CCDS44445.1,CH471083,COLEC4,Collectin-4,E3VLD8,E3VLD9,E3VLE0,E3VLE1,EAW54651.1,EAW54657.1,EAW54658.1,EAW54660.1,ENSG00000122852,ENSP00000242455,ENSP00000311992,ENSP00000361382,ENSP00000361387,ENSP00000378070,ENSP00000381633,ENSP00000395527,ENSP00000397082,ENSP00000401649,ENSP00000411102,ENST00000242455,ENST00000308045,ENST00000372308,ENST00000372313,ENST00000394569,ENST00000398636,ENST00000398636.7,ENST00000419470,ENST00000419470.6,ENST00000428376,ENST00000428376.6,ENST00000429958,ENST00000429958.5,ENST00000439264,ENST00000486922,ENST00000486922.1,G5E9J3,HGNC:10798,HPA042638,HPA045752,HPA049368,HQ021433,HQ021434,HQ021435,HQ021436,HQ021437,HQ021438,HQ021439,HQ021440,HQ021441,HQ021442,M13686,M30838,NM_001093770,NM_001093770.2,NM_001093770.3,NM_001164644,NM_001164644.1,NM_001164644.2,NM_001164645,NM_001164645.2,NM_001164646,NM_001164646.2,NM_001164647,NM_001164647.1,NM_005411,NM_005411.4,NM_005411.5,NP_001087239,NP_001087239.2,NP_001158116,NP_001158116.1,NP_001158117,NP_001158117.1,NP_001158118,NP_001158118.1,NP_001158119,NP_001158119.1,NP_005402,NP_005402.3,NX_Q8IWL2,OMIM:178630,OTTHUMG00000018565,P07714,PSAP,PSP-A,PSPA,Pulmonary surfactant-associated protein A,Pulmonary surfactant-associated protein A1,Q14DV4,Q5RIR5,Q5RIR7,Q6PIT0,Q8IWL2,Q8TC19,R-HSA-1500931,R-HSA-1643685,R-HSA-166016,R-HSA-168179,R-HSA-168249,R-HSA-168256,R-HSA-168898,R-HSA-181438,R-HSA-391160,R-HSA-392499,R-HSA-5668914,R-HSA-5683826,R-HSA-5686938,R-HSA-5687613,R-HSA-5688849,R-HSA-5688890,SFTA1_HUMAN,SFTP1,SFTPA,SFTPA1,SFTPA1-201,SFTPA1-202,SFTPA1-203,SFTPA1-204,SFTPA1-205,SFTPA1B,SP-A,SP-A1,SP-A1_beta,SP-A1_delta,SP-A1_epsilon,SP-A1_gamma,SPA,SPA1,Surfactant protein A1,UPI000013CAFE,UPI00001BDAC5,UPI00006C104C,URS00008B7F8E,XM_005270062,XM_005270062.4,XM_005270062.5,XM_006717953,XM_006717953.2,XP_005270119,XP_005270119.1,XP_006718016,XP_006718016.1,hsa:653509,surfactant protein A1,surfactant, pulmonary-associated protein A1,surfactant, pulmonary-associated protein A1A,uc001kap.4,uc001kar.4
SGO1	9606.ENSP00000263753	Shugoshin 1; Plays a central role in chromosome cohesion during mitosis by preventing premature dissociation of cohesin complex from centromeres after prophase, when most of cohesin complex dissociates from chromosomes arms. May act by preventing phosphorylation of the STAG2 subunit of cohesin complex at the centromere, ensuring cohesin persistence at centromere until cohesin cleavage by ESPL1/separase at anaphase. Essential for proper chromosome segregation during mitosis and this function requires interaction with PPP2R1A. Its phosphorylated form is necessary for chromosome congressi [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=561:Pfam_Shugoshin_N(22|66)+Pfam_Shugoshin_C(474|496)+	151648,3FGA,3Q6S,4A0I,A0A024R2J4,AAG48266.1,AAH01339.2,AAH17867.1,AAH32696.1,AB187577,AB187578,AB187579,AB187580,AB187581,AB187582,AB190994,AB193056,AB193057,AB193058,AB193059,AB193060,AB193061,AB193062,AB193063,AB193064,AB193065,AB193066,AB451340,AB451489,AC099057,AF308299,B5BUA4,BAD89587.1,BAD89588.1,BAD89589.1,BAD89590.1,BAD89591.1,BAD89592.1,BAD91318.1,BAD95529.1,BAD95530.1,BAD95531.1,BAD95532.1,BAD95533.1,BAD95534.1,BAD95535.1,BAD95536.1,BAD95537.1,BAD95538.1,BAD95539.1,BAG70154.1,BAG70303.1,BC001339,BC017867,BC032696,CAID,CCDS2635,CCDS2635.1,CCDS33716,CCDS33716.1,CCDS46771,CCDS46771.1,CCDS46772,CCDS46772.1,CCDS46773,CCDS46773.1,CCDS46774,CCDS46774.1,CCDS56243,CCDS56243.1,CH471055,EAW64307.1,EAW64308.1,EAW64309.1,EAW64310.1,ENSG00000129810,ENSP00000263753,ENSP00000306581,ENSP00000373284,ENSP00000389034,ENSP00000394613,ENSP00000394625,ENSP00000394957,ENSP00000397672,ENSP00000402820,ENSP00000404562,ENSP00000406880,ENSP00000410458,ENSP00000411200,ENSP00000413070,ENSP00000413367,ENSP00000414129,ENSP00000414960,ENSP00000419107,ENSP00000419686,ENSP00000421184,ENSP00000423193,ENSP00000428126,ENSP00000428485,ENSP00000428621,ENSP00000433705,ENSP00000435646,ENSP00000435928,ENST00000263753,ENST00000263753.8,ENST00000306698,ENST00000306698.6,ENST00000383774,ENST00000412868,ENST00000412997,ENST00000412997.5,ENST00000417364,ENST00000417364.1,ENST00000419233,ENST00000419233.6,ENST00000421451,ENST00000421451.5,ENST00000425061,ENST00000425061.5,ENST00000427162,ENST00000429446,ENST00000437051,ENST00000437051.5,ENST00000440105,ENST00000442720,ENST00000442720.5,ENST00000443724,ENST00000443724.5,ENST00000452020,ENST00000452020.5,ENST00000456624,ENST00000456624.1,ENST00000460637,ENST00000460637.1,ENST00000472533,ENST00000482867,ENST00000509679,ENST00000515745,ENST00000522131,ENST00000522489,ENST00000523325,ENST00000529155,ENST00000533388,ENST00000534034,F8WB17,HGNC:25088,HPA035501,HPA069302,HPA069857,NM_001012409,NM_001012409.3,NM_001012410,NM_001012410.4,NM_001012410.5,NM_001012411,NM_001012411.3,NM_001012412,NM_001012412.4,NM_001012412.5,NM_001012413,NM_001012413.3,NM_001199251,NM_001199251.2,NM_001199251.3,NM_001199252,NM_001199252.2,NM_001199252.3,NM_001199253,NM_001199253.2,NM_001199254,NM_001199254.2,NM_001199254.3,NM_001199255,NM_001199255.2,NM_001199256,NM_001199256.2,NM_001199256.3,NM_001199257,NM_001199257.2,NM_001199257.3,NM_138484,NM_138484.4,NM_138484.5,NP_001012409,NP_001012409.1,NP_001012410,NP_001012410.1,NP_001012411,NP_001012411.1,NP_001012412,NP_001012412.1,NP_001012413,NP_001012413.1,NP_001186180,NP_001186180.1,NP_001186181,NP_001186181.1,NP_001186182,NP_001186182.1,NP_001186183,NP_001186183.1,NP_001186184,NP_001186184.1,NP_001186185,NP_001186185.1,NP_001186186,NP_001186186.1,NP_612493,NP_612493.1,NR_131179,NR_131179.1,NR_131180,NR_131180.1,NX_Q5FBB7,NY-BR-85,OMIM:609168,OTTHUMG00000130479,Q588H5,Q5FBB4,Q5FBB5,Q5FBB6,Q5FBB7,Q5FBB8,Q8N579,Q8WVL0,Q9BVA8,Q9H275,R-HSA-141424,R-HSA-141444,R-HSA-162582,R-HSA-1640170,R-HSA-194315,R-HSA-195258,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-5663220,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69278,R-HSA-69618,R-HSA-69620,SGO,SGO1,SGO1-201,SGO1-202,SGO1-203,SGO1-204,SGO1-205,SGO1-206,SGO1-207,SGO1-208,SGO1-209,SGO1-210,SGO1-211,SGO1-212,SGO1-213,SGO1_HUMAN,SGOL1,Shugoshin 1,Shugoshin-like 1,UPI000006FD0D,UPI0000209A58,UPI0000209A5A,UPI0000422260,UPI00004CE17A,UPI00004CE17B,UPI00004CE17C,UPI000050544A,URS00008B44DD,XM_011533373,XM_011533373.2,XM_011533375,XM_011533375.2,XM_011533376,XM_011533376.2,XM_011533377,XM_011533377.2,XP_011531675,XP_011531675.1,XP_011531677,XP_011531677.1,XP_011531678,XP_011531678.1,XP_011531679,XP_011531679.1,hsa:151648,shugoshin 1,shugoshin-like 1 (S. pombe),uc003cbr.4,uc003cbw.4
SH2D5	9606.ENSP00000406026	SH2 domain-containing protein 5; May be involved in synaptic plasticity regulation through the control of Rac-GTP levels.	https://smart.embl.de/smart/DDvec.cgi?smart=423:SH2(294|378)+	400745,AK123236,AK124869,AK296431,AL663074,B7Z3W3,BAC85974.1,BAH12349.1,CCDS41280,CCDS41280.1,CCDS44080,CCDS44080.1,CH471134,E5RGJ3,E5RGV2,E5RJW5,EAW94947.1,ENSG00000189410,ENSP00000339218,ENSP00000364171,ENSP00000406026,ENSP00000408509,ENSP00000416796,ENSP00000428153,ENSP00000428656,ENSP00000430115,ENST00000341263,ENST00000375031,ENST00000375031.5,ENST00000421854,ENST00000444387,ENST00000444387.6,ENST00000447746,ENST00000447746.6,ENST00000460804,ENST00000460804.5,ENST00000517430,ENST00000517430.5,ENST00000518294,ENST00000518294.5,ENST00000519434,ENST00000519434.1,HGNC:28819,HPA030182,J3KQT6,NM_001103160,NM_001103160.1,NM_001103160.2,NM_001103161,NM_001103161.1,NM_001103161.2,NP_001096630,NP_001096630.1,NP_001096631,NP_001096631.1,NX_Q6ZV89,OTTHUMG00000002620,Q5SSJ2,Q6ZV89,SH2 domain containing 5,SH2 domain-containing protein 5,SH2D5,SH2D5-201,SH2D5-202,SH2D5-203,SH2D5-204,SH2D5-205,SH2D5-206,SH2D5-207,SH2D5_HUMAN,UPI00001C0A4D,UPI0000EE70C3,UPI0001E8F660,UPI0001E8F661,UPI0001E8F662,UPI0001E8F663,XM_011541459,XM_011541459.1,XM_011541459.2,XM_011541460,XM_011541460.1,XM_011541460.2,XM_011541461,XM_011541461.2,XM_011541462,XM_011541462.2,XP_011539761,XP_011539761.1,XP_011539762,XP_011539762.1,XP_011539763,XP_011539763.1,XP_011539764,XP_011539764.1,hsa:400745,uc001bdt.1,uc009vpy.2
SH2D6	9606.ENSP00000498488	SH2 domain containing 6.	https://smart.embl.de/smart/DDvec.cgi?smart=361:SH2(249|341)+	284948,A0A494C0C6,A0A494C0E1,A0A494C0G9,A0A494C0H5,A0A494C1I8,A6ND14,AC016753,AC062037,AF450483,ENSG00000152292,ENSP00000282126,ENSP00000315326,ENSP00000341867,ENSP00000347111,ENSP00000374588,ENSP00000386266,ENSP00000498488,ENSP00000498489,ENSP00000498541,ENSP00000498555,ENSP00000499055,ENST00000282126,ENST00000313016,ENST00000340326,ENST00000340326.2,ENST00000355009,ENST00000389938,ENST00000409482,ENST00000469800,ENST00000474753,ENST00000477170,ENST00000481395,ENST00000481426,ENST00000481426.6,ENST00000488219,ENST00000488657,ENST00000488657.3,ENST00000651736,ENST00000651962,FLJ35993,HGNC:30439,HPA053873,NM_198482,NM_201594,NM_201594.2,NP_963888,NP_963888.2,NX_Q7Z4S9,OTTHUMG00000130176,Q6R306,Q7Z4S9,SH2 domain containing 6,SH2 domain-containing protein 6,SH2D6,SH2D6-201,SH2D6-202,SH2D6-203,SH2D6-204,SH2D6-205,SH2D6-206,SH2D6-207,SH2D6-208,SH2D6-209,SH2D6_HUMAN,UPI0010866A99,UPI001088E67E,UPI0010894549,UPI0010895363,UPI00108A84ED,UPI00108EF09D,URS00008BC770,URS00008BF26C,XM_011532783,XM_011532783.1,XM_017003834,XM_017003834.1,XM_017003835,XM_017003835.1,XM_017003836,XM_017003836.1,XM_017003837,XM_017003837.1,XM_017003838,XM_017003838.1,XM_017003839,XM_017003839.1,XM_017003840,XM_017003840.1,XM_017003841,XM_017003841.1,XM_017003842,XM_017003842.1,XM_017003843,XM_017003843.1,XM_017003844,XM_017003844.1,XM_017003845,XM_017003845.1,XM_017003846,XM_017003846.1,XM_017003847,XM_017003847.1,XM_017003848,XM_017003848.1,XM_017003849,XM_017003849.1,XM_017003850,XM_017003850.1,XM_017003851,XM_017003851.1,XM_017003852,XM_017003852.1,XM_017003856,XM_017003856.1,XM_017003857,XM_017003857.1,XM_017003858,XM_017003858.1,XM_017003859,XM_017003859.1,XM_017003860,XM_017003860.1,XP_011531085,XP_011531085.1,XP_016859323,XP_016859323.1,XP_016859324,XP_016859324.1,XP_016859325,XP_016859325.1,XP_016859326,XP_016859326.1,XP_016859327,XP_016859327.1,XP_016859328,XP_016859328.1,XP_016859329,XP_016859329.1,XP_016859330,XP_016859330.1,XP_016859331,XP_016859331.1,XP_016859332,XP_016859332.1,XP_016859333,XP_016859333.1,XP_016859334,XP_016859334.1,XP_016859335,XP_016859335.1,XP_016859336,XP_016859336.1,XP_016859337,XP_016859337.1,XP_016859338,XP_016859338.1,XP_016859339,XP_016859339.1,XP_016859340,XP_016859340.1,XP_016859341,XP_016859341.1,XP_016859345,XP_016859345.1,XP_016859346,XP_016859346.1,XP_016859347,XP_016859347.1,XP_016859348,XP_016859348.1,XP_016859349,XP_016859349.1,uc002spq.3
SLC16A6	9606.ENSP00000319991	Monocarboxylate transporter 7; Proton-linked monocarboxylate transporter. Catalyzes the rapid transport across the plasma membrane of many monocarboxylates such as lactate, pyruvate, branched-chain oxo acids derived from leucine, valine and isoleucine, and the ketone bodies acetoacetate, beta-hydroxybutyrate and acetate (By similarity); Belongs to the major facilitator superfamily. Monocarboxylate porter (TC 2.A.1.13) family.	https://smart.embl.de/smart/DDvec.cgi?smart=523:Pfam_MFS_1(31|437)+TRANS(449|471)+	9120,A0A024R8J3,A0A087WX92,AAC52014.1,AAH64832.1,AC005332,BC064832,CCDS11675,CCDS11675.1,CH471099,EAW89052.1,EAW89053.1,EAW89054.1,ENSG00000108932,ENSP00000226076,ENSP00000319991,ENSP00000342248,ENSP00000462239,ENSP00000462985,ENSP00000463070,ENSP00000480820,ENST00000226076,ENST00000327268,ENST00000327268.8,ENST00000344066,ENST00000580666,ENST00000582867,ENST00000582867.1,ENST00000583477,ENST00000583477.5,ENST00000620436,ENST00000620436.4,HGNC:10927,HPA054459,HPA066328,J3KS02,J3KTN2,MCT 6,MCT 7,MCT6,MCT7,MOT7_HUMAN,Monocarboxylate transporter 6,Monocarboxylate transporter 7,NM_001174166,NM_001174166.1,NM_001174166.2,NM_004694,NM_004694.4,NM_004694.5,NP_001167637,NP_001167637.1,NP_004685,NP_004685.2,NX_O15403,O15403,OMIM:603880,OTTHUMG00000179812,Q6P1X3,SLC16A6,SLC16A6-201,SLC16A6-202,SLC16A6-203,SLC16A6-204,SLC16A6-205,Solute carrier family 16 member 6,U79745,UPI00001AA3B9,UPI000268B1E0,UPI000268B1E1,UPI0004E4C9B6,URS0000EB82CB,XM_005257789,XM_005257789.4,XM_011525461,XM_011525461.2,XM_011525461.3,XM_017025291,XM_017025291.1,XM_017025291.2,XM_017025292,XM_017025292.1,XM_017025292.2,XM_024451021,XM_024451021.1,XP_005257846,XP_005257846.2,XP_011523763,XP_011523763.1,XP_016880780,XP_016880780.1,XP_016880781,XP_016880781.1,XP_024306789,XP_024306789.1,hsa:9120,solute carrier family 16 member 6,solute carrier family 16, member 6,uc002jgz.3,uc002jha.3
SLC38A2	9606.ENSP00000256689	Sodium-coupled neutral amino acid transporter 2; Functions as a sodium-dependent amino acid transporter. Mediates the saturable, pH-sensitive and electrogenic cotransport of neutral amino acids and sodium ions with a stoichiometry of 1:1. May function in the transport of amino acids at the blood-brain barrier and in the supply of maternal nutrients to the fetus through the placenta.	https://smart.embl.de/smart/DDvec.cgi?smart=506:Pfam_Aa_trans(69|495)+	54407,A0A024R0W3,AAG24618.1,AAH40342.1,AAK38510.1,AB037803,AC025031,AF259799,AF298897,AJ344099,AK001700,AK172784,ATA2,Amino acid transporter A2,BAA91846.1,BAA92620.2,BAD18765.1,BC040342,CAC51434.1,CAG33548.1,CCDS76551,CCDS76551.1,CCDS8749,CCDS8749.1,CH471111,CR457267,EAW57900.1,EAW57901.1,EAW57902.1,ENSG00000134294,ENSP00000256689,ENSP00000317080,ENSP00000346062,ENSP00000378831,ENSP00000449695,ENSP00000450406,ENSP00000482873,ENST00000256689,ENST00000256689.9,ENST00000323391,ENST00000395444,ENST00000546520,ENST00000546520.1,ENST00000547252,ENST00000547252.5,ENST00000548111,ENST00000548111.5,ENST00000548236,ENST00000548236.5,ENST00000548785,ENST00000548785.1,ENST00000548870,ENST00000548870.5,ENST00000549258,ENST00000549258.5,ENST00000551374,ENST00000551374.5,ENST00000551405,ENST00000551405.1,ENST00000552414,ENST00000552414.1,ENST00000552703,ENST00000552703.1,ENST00000553252,ENST00000553252.1,ENST00000612232,ENST00000612232.1,F8VQW8,F8VUY8,HGNC:13448,HPA035180,KIAA1382,NM_001307936,NM_001307936.1,NM_001307936.2,NM_018976,NM_018976.4,NM_018976.5,NP_001294865,NP_001294865.1,NP_061849,NP_061849.2,NX_Q96QD8,OMIM:605180,OTTHUMG00000169471,PRO1068,Protein 40-9-1,Q6IA88,Q6ZMG2,Q96QD8,Q9HAV3,Q9NVA8,Q9P2G5,R-HSA-112310,R-HSA-112315,R-HSA-112316,R-HSA-210500,R-HSA-352230,R-HSA-382551,R-HSA-425393,R-HSA-425407,S38A2_HUMAN,SAT2,SLC38A2,SLC38A2-201,SLC38A2-202,SLC38A2-203,SLC38A2-204,SLC38A2-205,SLC38A2-206,SLC38A2-207,SLC38A2-208,SLC38A2-209,SLC38A2-210,SLC38A2-211,SLC38A2-212,SLC38A2-213,SLC38A2-214,SNAT2,Sodium-coupled neutral amino acid transporter 2,Solute carrier family 38 member 2,System A amino acid transporter 2,System A transporter 1,System N amino acid transporter 2,UPI000000121A,UPI000037842A,UPI00020CE07F,UPI00020CE080,URS0000D6DBB8,URS0000D6E1F8,URS0000D6E5EA,URS0000D6E69D,URS0000E9865C,XR_944589,XR_944589.3,hsa:54407,solute carrier family 38 member 2,solute carrier family 38, member 2,uc001rpg.4
SLC4A9	9606.ENSP00000427661	Anion exchange protein 4; Probable apical anion exchanger of the kidney cortex. Belongs to the anion exchanger (TC 2.A.31) family.	https://smart.embl.de/smart/DDvec.cgi?smart=983:Pfam_Band_3_cyto(188|330)+Pfam_HCO3_cotransp(379|891)+TRANS(897|919)+	83697,AAI36263.1,AAI43603.1,AAK16733.1,AAK28832.1,AAK69625.1,AB032762,AC008438,AE 4,AE4,AF313465,AF332961,AF336237,Anion exchange protein 4,Anion exchanger 4,B3A4_HUMAN,B7ZL63,BAA93010.1,BC136262,BC143602,CCDS47278,CCDS47278.1,CCDS58973,CCDS58973.1,CCDS58974,CCDS58974.1,CCDS58975,CCDS58975.1,CH471062,D3DQD4,D3DQD5,D3DQD6,E9PDK1,EAW62062.1,EAW62063.1,EAW62064.1,EAW62066.1,EAW62067.1,EAW62068.1,ENSG00000113073,ENSP00000230993,ENSP00000387708,ENSP00000410056,ENSP00000422855,ENSP00000424424,ENSP00000427661,ENST00000230993,ENST00000432095,ENST00000432095.6,ENST00000437301,ENST00000504742,ENST00000504742.1,ENST00000506545,ENST00000506545.5,ENST00000506757,ENST00000506757.6,ENST00000507527,ENST00000507527.1,ENST00000514849,ENST00000514849.1,HGNC:11035,HPA051307,NM_001258426,NM_001258426.1,NM_001258426.2,NM_001258427,NM_001258427.1,NM_001258427.2,NM_001258428,NM_001258428.1,NM_001258428.2,NM_031467,NM_031467.2,NM_031467.3,NP_001245355,NP_001245355.1,NP_001245356,NP_001245356.1,NP_001245357,NP_001245357.1,NP_113655,NP_113655.2,NX_Q96Q91,OMIM:610207,OTTHUMG00000163352,Q96Q91,Q96RM5,Q9BXF2,Q9BXN3,R-HSA-382551,R-HSA-425381,R-HSA-425393,R-HSA-425407,SBC5,SLC4A9,SLC4A9-201,SLC4A9-202,SLC4A9-203,SLC4A9-204,SLC4A9-205,SLC4A9-206,Sodium bicarbonate cotransporter 5,Solute carrier family 4 member 9,UPI000018336F,UPI00001833BB,UPI00001833BC,UPI0001D3B86F,XM_005268521,XM_005268521.3,XM_011537694,XM_011537694.2,XM_017009933,XM_017009933.1,XM_017009934,XM_017009934.1,XM_017009935,XM_017009935.1,XM_017009936,XM_017009936.1,XM_017009937,XM_017009937.1,XM_017009938,XM_017009938.1,XM_017009939,XM_017009939.1,XM_017009940,XM_017009940.1,XM_017009941,XM_017009941.1,XM_017009942,XM_017009942.1,XM_017009943,XM_017009943.1,XM_024446226,XM_024446226.1,XP_005268578,XP_005268578.2,XP_011535996,XP_011535996.1,XP_016865422,XP_016865422.1,XP_016865423,XP_016865423.1,XP_016865424,XP_016865424.1,XP_016865425,XP_016865425.1,XP_016865426,XP_016865426.1,XP_016865427,XP_016865427.1,XP_016865428,XP_016865428.1,XP_016865429,XP_016865429.1,XP_016865430,XP_016865430.1,XP_016865431,XP_016865431.1,XP_016865432,XP_016865432.1,XP_024301994,XP_024301994.1,XR_001742292,XR_001742292.1,XR_001742294,XR_001742294.1,hsa:83697,solute carrier family 4 member 9,uc003lfk.3,uc003lfl.3
SLC6A9	9606.ENSP00000353791	Sodium- and chloride-dependent glycine transporter 1; Terminates the action of glycine by its high affinity sodium- dependent reuptake into presynaptic terminals. May play a role in regulation of glycine levels in NMDA receptor-mediated neurotransmission.	https://smart.embl.de/smart/DDvec.cgi?smart=706:Pfam_SNF(100|635)+	6536,A6NDH1,A6NII2,A6NNZ8,AAB30784.1,AAB30785.1,AK295659,AK298611,AL139220,B7Z3A9,B7Z589,BAH12145.1,BAH12825.1,CCDS30695,CCDS30695.1,CCDS41316,CCDS41316.1,CCDS41317,CCDS41317.1,CCDS85966,CCDS85966.1,CH471059,CHEMBL2337,E9PJ65,E9PLM5,EAX07056.1,EAX07057.1,ENSG00000196517,ENSP00000346452,ENSP00000350362,ENSP00000353791,ENSP00000361380,ENSP00000361381,ENSP00000361384,ENSP00000433241,ENSP00000434460,ENSP00000435652,ENSP00000442523,ENSP00000501314,ENST00000354463,ENST00000357730,ENST00000357730.6,ENST00000360584,ENST00000360584.6,ENST00000372306,ENST00000372306.7,ENST00000372307,ENST00000372307.7,ENST00000372310,ENST00000372310.7,ENST00000466926,ENST00000466926.1,ENST00000475075,ENST00000475075.6,ENST00000489764,ENST00000489764.1,ENST00000492434,ENST00000492434.6,ENST00000528803,ENST00000528803.1,ENST00000533007,ENST00000533007.1,ENST00000537678,ENST00000673836,GCENSG,GLYT1,GlyT-1,GlyT1,HGNC:11056,HPA013977,J3KPA5,NM_001024845,NM_001024845.2,NM_001024845.3,NM_001261380,NM_001261380.2,NM_001328626,NM_001328626.2,NM_001328627,NM_001328627.1,NM_001328628,NM_001328628.1,NM_001328629,NM_001328629.1,NM_001328630,NM_001328630.2,NM_006934,NM_006934.3,NM_006934.4,NM_201649,NM_201649.3,NM_201649.4,NP_001020016,NP_001020016.1,NP_001248309,NP_001248309.1,NP_001315555,NP_001315555.1,NP_001315556,NP_001315556.1,NP_001315557,NP_001315557.1,NP_001315558,NP_001315558.1,NP_001315559,NP_001315559.1,NP_008865,NP_008865.2,NP_964012,NP_964012.2,NR_048548,NR_048548.2,NX_P48067,OMIM:601019,OTTHUMG00000008294,P48067,Q5TAB8,Q5TAB9,Q5TAC0,R-HSA-382551,R-HSA-425366,R-HSA-425407,R-HSA-442660,S70609,S70612,SC6A9_HUMAN,SLC6A9,SLC6A9-201,SLC6A9-202,SLC6A9-203,SLC6A9-204,SLC6A9-205,SLC6A9-206,SLC6A9-207,SLC6A9-208,SLC6A9-209,SLC6A9-210,SLC6A9-211,SLC6A9-212,Solute carrier family 6 member 9,UPI0000204F05,UPI000053030A,UPI000053030B,UPI0001914B58,UPI0001914EDD,UPI0001F7803E,UPI0001F7803F,UPI0001F78040,URS00008BC659,URS0000D6E4F3,XM_011542017,XM_011542017.2,XM_017002152,XM_017002152.2,XM_017002153,XM_017002153.2,XM_024449295,XM_024449295.1,XP_011540319,XP_011540319.1,XP_016857641,XP_016857641.1,XP_016857642,XP_016857642.1,XP_024305063,XP_024305063.1,hsa:6536,solute carrier family 6 member 9,uc001cll.5,uc001cln.5
SOWAHB	9606.ENSP00000334879	Ankyrin repeat domain-containing protein SOWAHB; Sosondowah ankyrin repeat domain family member B; Belongs to the SOWAH family.	https://smart.embl.de/smart/DDvec.cgi?smart=793:ANK(630|659)+ANK(669|699)+	345079,A6NEL2,AAI37242.1,AAI37256.1,AC104687,ANKRD56,Ankyrin repeat domain-containing protein 56,Ankyrin repeat domain-containing protein SOWAHB,B2RP29,BC137241,BC137255,CCDS34017,CCDS34017.1,ENSG00000186212,ENSP00000334879,ENST00000334306,ENST00000334306.3,HGNC:32958,HPA036809,HPA036810,NM_001029870,NM_001029870.1,NM_001029870.3,NP_001025041,NP_001025041.1,NX_A6NEL2,OTTHUMG00000160876,Protein sosondowah homolog B,SOWAHB,SOWAHB-201,SWAHB_HUMAN,Sosondowah ankyrin repeat domain family member B,UPI000019777A,ankyrin repeat domain 56,hsa:345079,sosondowah ankyrin repeat domain family member B,uc003hki.4
SPATA19	9606.ENSP00000299140	Spermatogenesis-associated protein 19, mitochondrial; May have a role in spermiogenesis.	https://smart.embl.de/smart/DDvec.cgi?smart=167:Pfam_SPATA19(25|66)+Pfam_SPATA19(62|167)+	219938,A0A140VKB6,AAH58039.1,AAP80739.1,AEE61253.1,AF521713,AK098717,BAC05390.1,BC058039,CCDS8493,CCDS8493.1,CH471065,CT132,EAW67810.1,ENSG00000166118,ENSP00000299140,ENSP00000435248,ENST00000299140,ENST00000299140.7,ENST00000532889,ENST00000532889.1,FLJ25851,HGNC:30614,HM005656,HPA040082,NM_001291992,NM_001291992.1,NM_001291992.2,NM_174927,NM_174927.2,NM_174927.3,NP_001278921,NP_001278921.1,NP_777587,NP_777587.1,NX_Q7Z5L4,OMIM:609805,OTTHUMG00000167120,Q7Z5L4,Q8N7A9,SPAS1,SPATA19,SPATA19-201,SPATA19-202,SPERGEN1,SPT19_HUMAN,Spergen-1,Spermatogenesis associated 19,Spermatogenic cell-specific gene 1 protein,UPI000007021D,XR_947806,XR_947806.1,XR_947807,XR_947807.1,cancer/testis antigen 132,hsa:219938,spergen 1,spergen1,spermatogenesis associated 19,uc001qgv.2
